loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies
14975.0, 60 months,30.79,491.79,G1,6 years,RENT,110000.0,home_improvement,2.93,10.0,0.0,6198.0,28.3,11.0,0.0,0.0
16000.0, 60 months,13.59,368.9,C2,< 1 year,MORTGAGE,82000.0,credit_card,15.47,15.0,1.0,16602.0,50.6,35.0,3.0,1.0
20000.0, 36 months,15.05,693.8,C4,10+ years,RENT,96000.0,debt_consolidation,17.57,11.0,0.0,23992.0,60.1,20.0,0.0,0.0
12000.0, 60 months,9.93,254.56,B2,< 1 year,RENT,80000.0,credit_card,11.27,6.0,0.0,9957.0,55.6,11.0,0.0,0.0
4000.0, 36 months,9.93,128.94,B2,,RENT,19800.0,debt_consolidation,22.26,10.0,0.0,3926.0,34.4,32.0,4.0,0.0
4675.0, 36 months,23.88,183.12,E2,10+ years,MORTGAGE,55681.0,home_improvement,0.0,5.0,0.0,0.0,0.0,12.0,2.0,0.0
12000.0, 36 months,12.62,402.14,C1,4 years,OWN,34000.0,home_improvement,7.45,8.0,1.0,10045.0,35.1,14.0,1.0,0.0
14700.0, 60 months,30.89,483.67,G3,5 years,RENT,120000.0,debt_consolidation,20.5,7.0,0.0,2842.0,29.3,12.0,0.0,0.0
17000.0, 36 months,13.59,577.65,C2,< 1 year,MORTGAGE,55000.0,debt_consolidation,8.79,8.0,1.0,2735.0,91.2,39.0,1.0,1.0
17700.0, 60 months,23.88,507.97,E2,2 years,MORTGAGE,38500.0,major_purchase,3.62,5.0,0.0,2598.0,12.6,5.0,2.0,0.0
3000.0, 36 months,10.42,97.4,B3,10+ years,MORTGAGE,128000.0,debt_consolidation,19.49,12.0,0.0,3418.0,23.3,27.0,1.0,0.0
10000.0, 36 months,13.59,339.79,C2,2 years,MORTGAGE,120000.0,credit_card,14.84,20.0,0.0,64286.0,45.3,30.0,2.0,0.0
4000.0, 36 months,13.59,135.92,C2,10+ years,MORTGAGE,25000.0,other,15.17,5.0,0.0,664.0,19.0,21.0,6.0,0.0
14000.0, 60 months,15.05,333.43,C4,5 years,OWN,82000.0,debt_consolidation,10.36,11.0,0.0,10887.0,54.4,17.0,0.0,0.0
19075.0, 36 months,10.42,619.27,B3,10+ years,MORTGAGE,123324.0,other,27.31,27.0,0.0,28960.0,42.7,43.0,2.0,0.0
15000.0, 36 months,9.93,483.52,B2,6 years,MORTGAGE,75000.0,home_improvement,32.4,19.0,0.0,1000.0,2.5,25.0,2.0,0.0
7500.0, 36 months,19.03,275.04,D3,10+ years,MORTGAGE,90000.0,other,20.85,17.0,1.0,19938.0,62.5,39.0,2.0,0.0
31925.0, 60 months,19.03,828.68,D3,6 years,MORTGAGE,130000.0,debt_consolidation,27.78,12.0,0.0,97038.0,91.0,21.0,4.0,0.0
40000.0, 36 months,14.08,1368.66,C3,2 years,RENT,250000.0,debt_consolidation,6.94,11.0,0.0,21780.0,68.1,21.0,0.0,0.0
10000.0, 36 months,7.97,313.23,A5,10+ years,MORTGAGE,110000.0,debt_consolidation,12.89,21.0,1.0,20349.0,43.8,42.0,4.0,0.0
12000.0, 60 months,16.02,291.95,C5,2 years,RENT,65000.0,other,26.42,12.0,0.0,35264.0,71.7,14.0,0.0,0.0
35000.0, 60 months,30.75,1148.55,F5,2 years,RENT,78000.0,debt_consolidation,10.45,7.0,0.0,5776.0,44.1,13.0,0.0,0.0
12000.0, 36 months,29.69,507.39,F2,3 years,MORTGAGE,65000.0,debt_consolidation,13.11,12.0,1.0,5086.0,26.2,16.0,2.0,1.0
28725.0, 36 months,25.82,1154.6,E4,< 1 year,RENT,60000.0,major_purchase,10.16,6.0,0.0,17473.0,71.6,16.0,0.0,0.0
12000.0, 60 months,14.08,279.72,C3,10+ years,MORTGAGE,73300.0,debt_consolidation,21.28,12.0,0.0,6755.0,40.7,25.0,4.0,0.0
14000.0, 36 months,11.99,464.94,B5,4 years,RENT,52500.0,debt_consolidation,25.83,36.0,0.0,29075.0,82.4,51.0,0.0,0.0
15000.0, 60 months,14.08,349.65,C3,7 years,MORTGAGE,70000.0,debt_consolidation,12.64,8.0,0.0,8357.0,79.6,13.0,3.0,0.0
40000.0, 60 months,15.05,952.65,C4,6 years,MORTGAGE,160000.0,home_improvement,21.98,36.0,0.0,15224.0,19.2,64.0,1.0,0.0
3600.0, 36 months,14.08,123.18,C3,10+ years,RENT,47000.0,debt_consolidation,30.29,13.0,1.0,4185.0,32.4,28.0,0.0,1.0
18000.0, 36 months,12.62,603.21,C1,7 years,RENT,108000.0,debt_consolidation,18.01,32.0,0.0,24052.0,44.4,36.0,0.0,0.0
24725.0, 36 months,11.99,821.11,B5,10+ years,MORTGAGE,174000.0,debt_consolidation,33.34,29.0,0.0,25483.0,23.4,42.0,5.0,0.0
5000.0, 36 months,18.06,180.92,D2,5 years,RENT,65000.0,medical,12.8,5.0,3.0,1946.0,15.4,6.0,0.0,1.0
18000.0, 60 months,30.65,589.57,F4,2 years,RENT,50000.0,other,18.6,7.0,0.0,11567.0,73.2,23.0,0.0,0.0
10000.0, 36 months,16.02,351.67,C5,3 years,RENT,72000.0,other,20.12,10.0,0.0,839.0,64.5,15.0,0.0,0.0
22075.0, 60 months,16.02,537.06,C5,10+ years,RENT,46000.0,debt_consolidation,20.79,8.0,0.0,30260.0,64.4,14.0,0.0,0.0
10000.0, 60 months,13.59,230.57,C2,1 year,OWN,145000.0,debt_consolidation,25.5,19.0,0.0,41433.0,68.2,27.0,2.0,0.0
17800.0, 36 months,15.05,617.48,C4,10+ years,MORTGAGE,184000.0,other,7.37,5.0,0.0,7982.0,57.0,9.0,0.0,0.0
14000.0, 36 months,11.99,464.94,B5,,MORTGAGE,49000.0,credit_card,25.44,8.0,0.0,13309.0,65.2,29.0,0.0,0.0
9600.0, 36 months,16.02,337.61,C5,< 1 year,RENT,34560.0,debt_consolidation,14.9,9.0,1.0,4850.0,40.1,12.0,0.0,1.0
6000.0, 36 months,17.09,214.19,D1,1 year,MORTGAGE,70000.0,other,27.43,13.0,0.0,19194.0,68.1,33.0,5.0,0.0
30000.0, 36 months,19.03,1100.14,D3,5 years,MORTGAGE,120000.0,home_improvement,6.57,6.0,0.0,6034.0,24.0,15.0,1.0,0.0
20850.0, 60 months,30.75,684.21,F5,10+ years,MORTGAGE,104250.0,debt_consolidation,32.15,16.0,0.0,44278.0,59.8,28.0,3.0,0.0
10000.0, 36 months,5.32,301.15,A1,2 years,MORTGAGE,130000.0,other,13.95,14.0,0.0,26373.0,38.2,32.0,7.0,0.0
20000.0, 36 months,23.88,783.4,E2,3 years,RENT,47700.0,debt_consolidation,28.3,7.0,0.0,8212.0,72.0,11.0,0.0,0.0
6000.0, 36 months,15.05,208.14,C4,10+ years,RENT,64000.0,debt_consolidation,11.89,9.0,2.0,7402.0,49.3,26.0,3.0,2.0
23825.0, 60 months,16.02,579.64,C5,< 1 year,OWN,175000.0,debt_consolidation,22.24,16.0,0.0,31437.0,71.4,46.0,1.0,0.0
10000.0, 36 months,10.42,324.65,B3,2 years,OWN,60000.0,medical,4.9,11.0,2.0,5558.0,58.5,23.0,0.0,0.0
6000.0, 36 months,18.06,217.1,D2,10+ years,OWN,92000.0,vacation,11.27,26.0,1.0,2481.0,9.8,50.0,4.0,0.0
5500.0, 36 months,16.02,193.42,C5,,RENT,15144.0,debt_consolidation,25.52,11.0,1.0,4485.0,24.6,16.0,0.0,0.0
8000.0, 36 months,18.06,289.47,D2,7 years,RENT,32000.0,debt_consolidation,21.75,24.0,1.0,8412.0,23.8,28.0,0.0,1.0
26750.0, 60 months,24.85,782.8,E3,10+ years,MORTGAGE,58200.0,debt_consolidation,18.85,12.0,0.0,16057.0,42.7,17.0,2.0,0.0
18025.0, 36 months,13.59,612.47,C2,10+ years,MORTGAGE,40986.0,debt_consolidation,22.81,12.0,0.0,14331.0,62.3,38.0,0.0,0.0
10000.0, 60 months,15.05,238.17,C4,6 years,MORTGAGE,45000.0,car,22.27,4.0,0.0,6371.0,43.9,17.0,0.0,0.0
30000.0, 60 months,16.02,729.87,C5,10+ years,MORTGAGE,94000.0,debt_consolidation,22.09,10.0,0.0,12250.0,102.1,30.0,5.0,0.0
30325.0, 60 months,16.02,737.77,C5,10+ years,MORTGAGE,63206.0,other,11.43,7.0,0.0,14414.0,68.6,20.0,3.0,0.0
4450.0, 36 months,16.02,156.5,C5,10+ years,MORTGAGE,67340.0,medical,19.62,11.0,0.0,17992.0,83.3,14.0,1.0,0.0
12000.0, 36 months,21.45,454.88,D5,7 years,RENT,34000.0,debt_consolidation,22.27,6.0,0.0,7878.0,54.0,10.0,0.0,0.0
15000.0, 60 months,11.99,333.6,B5,1 year,MORTGAGE,130000.0,debt_consolidation,28.12,14.0,0.0,21059.0,38.9,26.0,2.0,0.0
14700.0, 36 months,19.03,539.07,D3,5 years,MORTGAGE,80000.0,debt_consolidation,12.75,10.0,0.0,2839.0,60.4,29.0,5.0,0.0
13000.0, 36 months,9.93,419.05,B2,10+ years,MORTGAGE,52000.0,vacation,26.54,7.0,0.0,5617.0,65.0,28.0,4.0,0.0
23000.0, 36 months,9.93,741.39,B2,10+ years,MORTGAGE,66600.0,debt_consolidation,5.95,11.0,0.0,16597.0,30.5,18.0,2.0,0.0
12000.0, 60 months,14.08,279.72,C3,8 years,RENT,72000.0,debt_consolidation,19.13,9.0,0.0,8436.0,70.3,20.0,2.0,0.0
6400.0, 36 months,7.21,198.23,A3,9 years,RENT,62000.0,debt_consolidation,28.53,5.0,0.0,1750.0,30.2,21.0,0.0,0.0
10000.0, 60 months,30.17,324.58,F3,1 year,OWN,58000.0,home_improvement,29.12,22.0,0.0,38853.0,37.0,45.0,1.0,0.0
35000.0, 36 months,11.99,1162.34,B5,1 year,OWN,128000.0,credit_card,19.78,12.0,0.0,33032.0,82.4,19.0,2.0,0.0
18000.0, 36 months,10.91,588.54,B4,2 years,RENT,69000.0,credit_card,15.17,11.0,0.0,19987.0,69.9,20.0,0.0,0.0
10000.0, 36 months,7.21,309.74,A3,4 years,OWN,200000.0,debt_consolidation,8.9,12.0,0.0,3913.0,13.9,22.0,0.0,0.0
6000.0, 36 months,10.42,194.79,B3,< 1 year,MORTGAGE,47000.0,debt_consolidation,20.84,10.0,0.0,6489.0,18.2,21.0,1.0,0.0
3000.0, 36 months,11.99,99.63,B5,5 years,MORTGAGE,80000.0,credit_card,16.04,9.0,0.0,13914.0,67.9,28.0,2.0,0.0
8400.0, 36 months,16.02,295.41,C5,< 1 year,RENT,27000.0,debt_consolidation,29.6,5.0,0.0,6568.0,50.1,9.0,0.0,0.0
7725.0, 36 months,10.42,250.8,B3,,RENT,50000.0,credit_card,14.21,7.0,0.0,7744.0,13.9,13.0,2.0,0.0
12000.0, 60 months,19.03,311.49,D3,1 year,RENT,31000.0,credit_card,24.19,6.0,0.0,7004.0,78.7,7.0,0.0,0.0
20000.0, 36 months,7.21,619.47,A3,1 year,RENT,200000.0,debt_consolidation,17.44,10.0,0.0,26084.0,33.0,21.0,0.0,0.0
25000.0, 60 months,19.03,648.93,D3,2 years,MORTGAGE,100857.0,debt_consolidation,31.07,15.0,0.0,26320.0,38.8,25.0,1.0,0.0
35000.0, 60 months,13.59,806.97,C2,10+ years,MORTGAGE,115000.0,credit_card,19.45,12.0,0.0,51179.0,84.3,32.0,2.0,0.0
15400.0, 36 months,7.07,476.01,A2,4 years,RENT,112000.0,debt_consolidation,18.65,17.0,0.0,1029.0,5.8,24.0,0.0,0.0
30000.0, 36 months,7.07,927.28,A2,10+ years,MORTGAGE,105000.0,other,18.86,10.0,0.0,18478.0,48.5,29.0,6.0,0.0
25000.0, 60 months,21.45,682.68,D5,4 years,RENT,80000.0,debt_consolidation,17.0,7.0,0.0,22303.0,75.3,12.0,0.0,0.0
10000.0, 36 months,14.08,342.17,C3,10+ years,RENT,70000.0,credit_card,14.89,17.0,0.0,13703.0,23.3,35.0,3.0,0.0
10200.0, 36 months,13.59,346.59,C2,< 1 year,MORTGAGE,27000.0,credit_card,3.7,2.0,0.0,2773.0,92.4,7.0,3.0,0.0
21000.0, 60 months,15.05,500.14,C4,< 1 year,MORTGAGE,60000.0,debt_consolidation,21.92,8.0,0.0,10867.0,73.4,10.0,2.0,0.0
10000.0, 36 months,10.42,324.65,B3,4 years,RENT,90000.0,credit_card,17.25,10.0,0.0,7745.0,50.6,18.0,0.0,0.0
21600.0, 60 months,15.05,514.43,C4,1 year,MORTGAGE,48000.0,credit_card,26.28,11.0,0.0,31311.0,71.3,37.0,2.0,0.0
10000.0, 36 months,9.44,320.05,B1,10+ years,RENT,105000.0,debt_consolidation,9.44,18.0,1.0,8246.0,21.5,30.0,1.0,1.0
12000.0, 60 months,17.09,298.82,D1,4 years,RENT,70000.0,credit_card,32.14,6.0,0.0,53001.0,65.5,8.0,0.0,0.0
9000.0, 36 months,10.42,292.19,B3,3 years,RENT,45000.0,credit_card,16.96,7.0,0.0,10238.0,27.4,9.0,0.0,0.0
12800.0, 60 months,25.82,381.88,E4,4 years,RENT,52476.0,debt_consolidation,29.47,21.0,0.0,21470.0,32.7,41.0,0.0,0.0
5000.0, 36 months,7.21,154.87,A3,6 years,MORTGAGE,55000.0,debt_consolidation,15.1,11.0,1.0,6689.0,35.2,14.0,1.0,1.0
11200.0, 36 months,17.09,399.82,D1,1 year,MORTGAGE,45000.0,home_improvement,17.79,9.0,0.0,3749.0,27.6,17.0,1.0,0.0
15000.0, 36 months,7.21,464.6,A3,,RENT,80000.0,debt_consolidation,17.3,13.0,1.0,9349.0,23.3,27.0,1.0,1.0
5000.0, 36 months,16.02,175.84,C5,10+ years,RENT,110000.0,debt_consolidation,15.0,16.0,1.0,4455.0,17.7,36.0,0.0,1.0
6000.0, 36 months,13.59,203.88,C2,7 years,MORTGAGE,85000.0,other,9.45,6.0,0.0,12443.0,66.5,17.0,5.0,0.0
6000.0, 36 months,9.93,193.41,B2,5 years,RENT,105000.0,debt_consolidation,9.29,4.0,0.0,2701.0,30.0,6.0,0.0,0.0
28000.0, 36 months,20.0,1040.59,D4,< 1 year,RENT,68000.0,other,20.81,9.0,0.0,5913.0,46.9,17.0,0.0,0.0
10400.0, 60 months,20.0,275.54,D4,2 years,MORTGAGE,16000.0,credit_card,40.44,7.0,0.0,5884.0,50.7,19.0,1.0,0.0
16000.0, 60 months,15.05,381.06,C4,2 years,RENT,63000.0,debt_consolidation,15.85,8.0,0.0,8150.0,38.8,13.0,0.0,0.0
36000.0, 60 months,30.75,1181.37,F5,4 years,RENT,75000.0,credit_card,26.24,20.0,0.0,27735.0,59.4,29.0,0.0,0.0
4200.0, 36 months,19.03,154.02,D3,10+ years,MORTGAGE,103000.0,debt_consolidation,30.87,21.0,0.0,46549.0,91.6,66.0,1.0,0.0
16000.0, 36 months,9.44,512.08,B1,< 1 year,OWN,180000.0,debt_consolidation,22.76,17.0,0.0,13888.0,35.6,24.0,0.0,0.0
7500.0, 36 months,14.08,256.63,C3,< 1 year,RENT,34320.0,credit_card,25.87,10.0,0.0,6949.0,58.4,15.0,1.0,0.0
4000.0, 36 months,12.62,134.05,C1,1 year,RENT,40000.0,debt_consolidation,24.15,16.0,0.0,4008.0,22.6,22.0,0.0,0.0
11050.0, 36 months,26.3,446.98,E5,2 years,MORTGAGE,50000.0,credit_card,30.34,9.0,0.0,6235.0,67.8,13.0,1.0,0.0
6000.0, 36 months,20.0,222.99,D4,10+ years,OWN,20000.0,debt_consolidation,25.75,18.0,0.0,9548.0,36.6,20.0,0.0,0.0
5000.0, 36 months,16.02,175.84,C5,7 years,OWN,45000.0,debt_consolidation,32.4,13.0,1.0,6781.0,35.9,29.0,9.0,1.0
34000.0, 36 months,15.05,1179.46,C4,10+ years,RENT,164000.0,debt_consolidation,26.18,19.0,0.0,48369.0,67.5,46.0,0.0,0.0
5000.0, 36 months,14.08,171.09,C3,,MORTGAGE,16000.0,home_improvement,27.61,10.0,0.0,2597.0,23.2,12.0,1.0,0.0
35000.0, 60 months,26.3,1054.15,E5,10+ years,MORTGAGE,100000.0,debt_consolidation,22.3,13.0,0.0,2365.0,15.7,40.0,4.0,0.0
20000.0, 36 months,20.0,743.28,D4,2 years,MORTGAGE,170000.0,debt_consolidation,28.1,20.0,0.0,66568.0,86.2,39.0,2.0,0.0
8500.0, 36 months,7.97,266.25,A5,2 years,MORTGAGE,75000.0,debt_consolidation,19.34,9.0,0.0,7555.0,29.3,24.0,2.0,0.0
21000.0, 60 months,15.05,500.14,C4,10+ years,RENT,76500.0,debt_consolidation,32.71,13.0,0.0,18090.0,51.8,43.0,1.0,0.0
13000.0, 60 months,14.08,303.03,C3,< 1 year,MORTGAGE,45468.0,debt_consolidation,18.53,8.0,0.0,3386.0,53.7,15.0,1.0,0.0
7200.0, 36 months,10.91,235.42,B4,2 years,MORTGAGE,60000.0,debt_consolidation,3.7,12.0,0.0,3977.0,15.9,15.0,4.0,0.0
10000.0, 36 months,15.05,346.9,C4,2 years,MORTGAGE,65000.0,debt_consolidation,20.72,11.0,0.0,8362.0,40.8,24.0,1.0,0.0
17925.0, 36 months,7.97,561.46,A5,,MORTGAGE,45000.0,major_purchase,20.21,10.0,0.0,16287.0,41.9,28.0,1.0,0.0
3650.0, 36 months,12.62,122.32,C1,< 1 year,RENT,28000.0,other,25.98,7.0,0.0,3674.0,55.7,8.0,0.0,0.0
5000.0, 36 months,18.06,180.92,D2,1 year,MORTGAGE,32000.0,debt_consolidation,31.85,8.0,0.0,23018.0,80.0,11.0,0.0,0.0
35000.0, 60 months,16.02,851.51,C5,2 years,MORTGAGE,125000.0,debt_consolidation,26.84,13.0,0.0,6582.0,39.4,29.0,3.0,0.0
10000.0, 60 months,18.06,254.27,D2,8 years,OWN,50000.0,home_improvement,19.32,10.0,0.0,5514.0,25.4,17.0,1.0,0.0
21000.0, 60 months,11.99,467.03,B5,7 years,MORTGAGE,67000.0,debt_consolidation,16.06,17.0,1.0,5505.0,27.4,35.0,2.0,1.0
20000.0, 60 months,25.82,596.68,E4,10+ years,MORTGAGE,80000.0,debt_consolidation,28.22,16.0,1.0,24083.0,49.9,32.0,3.0,1.0
20000.0, 36 months,14.08,684.33,C3,2 years,RENT,105000.0,credit_card,11.12,8.0,0.0,16708.0,96.6,19.0,0.0,0.0
15000.0, 36 months,13.59,509.69,C2,8 years,MORTGAGE,110000.0,debt_consolidation,24.03,17.0,1.0,12389.0,44.0,26.0,1.0,1.0
24000.0, 60 months,16.02,583.89,C5,5 years,MORTGAGE,115000.0,debt_consolidation,23.23,9.0,0.0,5079.0,21.3,11.0,1.0,0.0
5000.0, 36 months,16.02,175.84,C5,3 years,RENT,58000.0,other,22.47,4.0,1.0,2248.0,72.5,8.0,0.0,0.0
3025.0, 36 months,15.05,104.94,C4,2 years,RENT,33000.0,debt_consolidation,6.69,9.0,1.0,4570.0,46.6,25.0,0.0,1.0
10000.0, 60 months,12.62,225.6,C1,10+ years,MORTGAGE,59000.0,home_improvement,19.51,20.0,0.0,15720.0,36.8,24.0,1.0,0.0
30000.0, 60 months,15.05,714.49,C4,6 years,RENT,72000.0,debt_consolidation,28.9,16.0,0.0,31767.0,47.9,31.0,0.0,0.0
4200.0, 36 months,16.02,147.71,C5,< 1 year,OWN,60000.0,debt_consolidation,24.68,11.0,0.0,15210.0,63.6,18.0,2.0,0.0
14000.0, 60 months,15.05,333.43,C4,3 years,RENT,92000.0,debt_consolidation,13.32,7.0,0.0,5202.0,78.8,12.0,0.0,0.0
7000.0, 36 months,11.99,232.47,B5,2 years,RENT,42000.0,debt_consolidation,17.54,10.0,0.0,6955.0,49.7,13.0,0.0,0.0
35000.0, 36 months,16.02,1230.85,C5,10+ years,RENT,85000.0,debt_consolidation,16.31,7.0,1.0,36507.0,59.7,15.0,1.0,0.0
30000.0, 36 months,7.35,931.13,A4,< 1 year,OWN,20000.0,home_improvement,56.24,4.0,0.0,32662.0,81.0,8.0,1.0,0.0
16000.0, 36 months,9.93,515.75,B2,2 years,MORTGAGE,53000.0,debt_consolidation,31.11,15.0,0.0,25648.0,47.0,19.0,0.0,0.0
21000.0, 36 months,11.99,697.41,B5,< 1 year,MORTGAGE,60000.0,debt_consolidation,26.96,8.0,0.0,23666.0,88.0,22.0,4.0,0.0
5000.0, 36 months,7.07,154.55,A2,1 year,OWN,36000.0,credit_card,15.53,5.0,0.0,2028.0,26.0,6.0,0.0,0.0
11850.0, 60 months,21.45,323.59,D5,9 years,MORTGAGE,52000.0,debt_consolidation,24.19,8.0,0.0,15058.0,78.0,10.0,1.0,0.0
35000.0, 36 months,26.3,1415.78,E5,8 years,MORTGAGE,98000.0,debt_consolidation,31.44,13.0,1.0,20003.0,80.7,17.0,0.0,1.0
32000.0, 60 months,19.03,830.63,D3,< 1 year,MORTGAGE,65000.0,debt_consolidation,18.08,9.0,0.0,13137.0,47.6,13.0,1.0,0.0
40000.0, 36 months,12.62,1340.45,C1,8 years,OWN,80000.0,debt_consolidation,19.28,12.0,0.0,20141.0,61.2,30.0,3.0,0.0
18000.0, 60 months,12.62,406.07,C1,8 years,MORTGAGE,65000.0,debt_consolidation,30.91,12.0,0.0,17123.0,56.5,20.0,1.0,0.0
10075.0, 36 months,9.44,322.45,B1,9 years,MORTGAGE,100000.0,credit_card,25.92,8.0,1.0,10092.0,75.3,14.0,1.0,0.0
11250.0, 36 months,23.88,440.67,E2,1 year,MORTGAGE,250000.0,debt_consolidation,4.11,7.0,0.0,838.0,7.0,13.0,0.0,0.0
5000.0, 36 months,9.93,161.18,B2,6 years,MORTGAGE,56000.0,debt_consolidation,16.95,15.0,0.0,5495.0,17.4,23.0,0.0,0.0
20000.0, 36 months,20.0,743.28,D4,5 years,RENT,60000.0,major_purchase,17.92,7.0,1.0,8465.0,31.4,11.0,0.0,1.0
17000.0, 36 months,10.42,551.91,B3,,MORTGAGE,70000.0,debt_consolidation,27.69,8.0,0.0,9557.0,96.5,25.0,2.0,0.0
7000.0, 36 months,10.42,227.26,B3,2 years,RENT,35000.0,other,7.17,9.0,0.0,1588.0,10.8,11.0,0.0,0.0
5000.0, 36 months,7.97,156.62,A5,10+ years,OWN,50000.0,other,33.82,14.0,0.0,23311.0,76.7,31.0,0.0,0.0
24000.0, 60 months,12.62,541.42,C1,10+ years,MORTGAGE,185000.0,credit_card,17.9,10.0,2.0,37193.0,81.6,40.0,1.0,0.0
10000.0, 36 months,13.59,339.79,C2,1 year,MORTGAGE,70000.0,credit_card,26.52,36.0,0.0,7343.0,27.9,45.0,0.0,0.0
2000.0, 36 months,15.05,69.38,C4,10+ years,RENT,40000.0,other,15.3,16.0,0.0,12222.0,73.6,22.0,0.0,0.0
10000.0, 60 months,30.99,329.65,G5,1 year,RENT,40000.0,debt_consolidation,30.06,13.0,0.0,17098.0,93.9,30.0,0.0,0.0
20000.0, 36 months,9.93,644.69,B2,10+ years,MORTGAGE,70200.0,debt_consolidation,4.37,9.0,0.0,5876.0,32.5,25.0,1.0,0.0
10800.0, 36 months,11.99,358.67,B5,< 1 year,MORTGAGE,65000.0,home_improvement,26.7,13.0,0.0,7218.0,46.3,22.0,0.0,0.0
10000.0, 36 months,14.08,342.17,C3,10+ years,RENT,55000.0,debt_consolidation,17.43,14.0,0.0,8793.0,44.6,19.0,0.0,0.0
8000.0, 36 months,12.62,268.09,C1,10+ years,MORTGAGE,80000.0,debt_consolidation,31.49,18.0,0.0,63059.0,21.9,26.0,2.0,0.0
35000.0, 36 months,13.59,1189.26,C2,10+ years,MORTGAGE,99000.0,debt_consolidation,15.52,17.0,0.0,29232.0,70.1,25.0,2.0,0.0
2400.0, 36 months,11.99,79.71,B5,< 1 year,RENT,61000.0,major_purchase,13.44,12.0,0.0,11171.0,39.6,28.0,0.0,0.0
35000.0, 60 months,18.06,889.92,D2,10+ years,MORTGAGE,150000.0,credit_card,10.29,12.0,2.0,27015.0,80.0,14.0,1.0,0.0
8000.0, 36 months,7.35,248.3,A4,1 year,MORTGAGE,45000.0,credit_card,21.65,16.0,1.0,7523.0,14.7,30.0,1.0,1.0
16000.0, 36 months,19.03,586.74,D3,4 years,MORTGAGE,48000.0,home_improvement,7.25,8.0,0.0,4239.0,42.8,33.0,4.0,0.0
15000.0, 60 months,15.05,357.25,C4,7 years,MORTGAGE,100000.0,debt_consolidation,4.37,5.0,0.0,6101.0,82.4,9.0,2.0,0.0
18000.0, 36 months,16.02,633.01,C5,< 1 year,RENT,79000.0,debt_consolidation,18.26,14.0,0.0,11389.0,53.2,20.0,0.0,0.0
11050.0, 60 months,30.75,362.62,F5,< 1 year,RENT,60000.0,small_business,5.0,15.0,0.0,956.0,2.2,16.0,0.0,0.0
23525.0, 36 months,30.17,1000.87,F3,6 years,RENT,52000.0,other,5.95,6.0,0.0,8100.0,68.1,11.0,0.0,0.0
25000.0, 60 months,17.09,622.53,D1,2 years,RENT,60000.0,debt_consolidation,25.35,14.0,0.0,18063.0,98.7,18.0,0.0,0.0
16000.0, 36 months,11.99,531.36,B5,5 years,OWN,48500.0,credit_card,23.03,12.0,0.0,27173.0,61.1,22.0,0.0,0.0
13000.0, 36 months,7.97,407.2,A5,10+ years,MORTGAGE,59600.0,debt_consolidation,21.91,21.0,0.0,13906.0,22.2,76.0,3.0,0.0
37925.0, 36 months,14.08,1297.67,C3,10+ years,MORTGAGE,330000.0,debt_consolidation,6.68,12.0,0.0,8242.0,33.9,22.0,4.0,0.0
5000.0, 36 months,10.91,163.49,B4,8 years,OWN,115000.0,credit_card,28.26,26.0,0.0,76367.0,86.5,42.0,5.0,0.0
12000.0, 60 months,12.62,270.71,C1,4 years,MORTGAGE,115000.0,debt_consolidation,16.99,24.0,0.0,41584.0,45.5,50.0,2.0,0.0
8000.0, 36 months,14.08,273.74,C3,7 years,MORTGAGE,52000.0,vacation,27.83,12.0,0.0,4982.0,44.9,22.0,2.0,0.0
40000.0, 60 months,15.05,952.65,C4,< 1 year,MORTGAGE,40000.0,debt_consolidation,15.51,7.0,0.0,13145.0,93.2,23.0,3.0,0.0
12000.0, 36 months,11.99,398.52,B5,10+ years,MORTGAGE,77000.0,debt_consolidation,28.59,12.0,0.0,50873.0,80.6,28.0,3.0,0.0
10000.0, 60 months,14.08,233.1,C3,10+ years,RENT,79000.0,debt_consolidation,10.97,7.0,0.0,6763.0,62.0,15.0,0.0,0.0
14400.0, 60 months,16.02,350.34,C5,< 1 year,MORTGAGE,35360.0,debt_consolidation,15.65,7.0,0.0,9384.0,37.7,21.0,0.0,0.0
10000.0, 36 months,26.3,404.51,E5,6 years,RENT,33123.0,debt_consolidation,4.93,3.0,0.0,3074.0,45.9,4.0,0.0,0.0
14000.0, 60 months,18.06,355.97,D2,10+ years,RENT,107000.0,debt_consolidation,23.53,20.0,0.0,25206.0,68.9,33.0,0.0,0.0
10500.0, 36 months,18.06,379.92,D2,2 years,RENT,30000.0,debt_consolidation,20.68,16.0,0.0,14622.0,30.0,17.0,0.0,0.0
10000.0, 36 months,22.91,386.63,E1,2 years,RENT,34000.0,debt_consolidation,4.73,6.0,0.0,4416.0,60.0,6.0,0.0,0.0
32200.0, 36 months,14.08,1101.78,C3,10+ years,RENT,70000.0,debt_consolidation,27.02,6.0,0.0,38848.0,89.7,25.0,0.0,0.0
20000.0, 60 months,16.02,486.58,C5,10+ years,MORTGAGE,92000.0,debt_consolidation,24.59,9.0,1.0,14924.0,59.2,17.0,2.0,1.0
31675.0, 36 months,11.99,1051.92,B5,10+ years,RENT,91000.0,debt_consolidation,19.73,10.0,0.0,25444.0,40.1,18.0,0.0,0.0
16000.0, 36 months,10.91,523.14,B4,< 1 year,MORTGAGE,47000.0,credit_card,38.0,13.0,0.0,24317.0,94.3,31.0,1.0,0.0
