loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,loan_status,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies
3000.0, 36 months,12.29,100.06,C1,3 years,RENT,70000.0,Fully Paid,credit_card,31.17,19.0,0.0,14000.0,35.0,40.0,0.0,0.0
9000.0, 36 months,10.75,293.59,B4,10+ years,MORTGAGE,65000.0,Fully Paid,other,19.17,11.0,0.0,9013.0,58.5,25.0,3.0,0.0
12600.0, 36 months,15.99,442.92,C5,10+ years,OWN,52000.0,Fully Paid,debt_consolidation,23.19,14.0,2.0,9952.0,52.1,25.0,0.0,2.0
26000.0, 36 months,11.99,863.45,B5,7 years,RENT,82000.0,Fully Paid,debt_consolidation,20.62,7.0,0.0,7142.0,24.4,11.0,0.0,0.0
9000.0, 36 months,10.99,294.61,B4,10+ years,MORTGAGE,168000.0,Fully Paid,debt_consolidation,16.89,12.0,0.0,132255.0,64.6,24.0,2.0,0.0
18000.0, 60 months,13.65,415.57,C1,9 years,OWN,42900.0,Fully Paid,debt_consolidation,24.48,12.0,0.0,528.0,2.3,27.0,3.0,0.0
7800.0, 36 months,13.53,264.81,B5,5 years,MORTGAGE,94000.0,Fully Paid,debt_consolidation,12.97,9.0,1.0,2796.0,62.1,32.0,3.0,1.0
2500.0, 36 months,10.99,81.84,B4,10+ years,MORTGAGE,82500.0,Fully Paid,debt_consolidation,13.83,9.0,0.0,6706.0,51.2,14.0,1.0,0.0
10000.0, 36 months,9.44,320.05,B1,10+ years,OWN,48000.0,Fully Paid,debt_consolidation,23.33,8.0,0.0,2910.0,18.5,32.0,2.0,0.0
4500.0, 36 months,9.99,145.19,B3,10+ years,RENT,80000.0,Fully Paid,credit_card,15.06,5.0,1.0,3329.0,30.3,42.0,5.0,1.0
28000.0, 60 months,17.57,704.49,D4,10+ years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,22.02,19.0,0.0,37562.0,86.7,38.0,0.0,0.0
8000.0, 36 months,9.49,256.23,B2,7 years,RENT,45000.0,Fully Paid,debt_consolidation,11.39,7.0,0.0,9338.0,73.5,17.0,0.0,0.0
8000.0, 36 months,12.49,267.6,B5,10+ years,OWN,45000.0,Fully Paid,debt_consolidation,29.47,16.0,0.0,30403.0,18.7,52.0,3.0,0.0
10000.0, 36 months,12.39,334.01,C1,8 years,MORTGAGE,71350.0,Fully Paid,credit_card,18.51,12.0,0.0,16994.0,69.6,27.0,1.0,0.0
12000.0, 36 months,11.99,398.52,B5,10+ years,RENT,116000.0,Fully Paid,debt_consolidation,18.3,16.0,0.0,13034.0,41.8,23.0,0.0,0.0
10000.0, 60 months,25.82,298.34,E4,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,13.26,8.0,1.0,12271.0,62.6,19.0,3.0,1.0
10000.0, 36 months,14.3,343.24,C1,4 years,MORTGAGE,62000.0,Fully Paid,debt_consolidation,23.83,13.0,0.0,11137.0,60.5,23.0,1.0,0.0
18400.0, 36 months,5.32,554.12,A1,7 years,OWN,170000.0,Fully Paid,credit_card,11.37,14.0,0.0,10296.0,32.4,27.0,0.0,0.0
2500.0, 36 months,16.02,87.92,C5,2 years,RENT,32000.0,Fully Paid,debt_consolidation,25.24,9.0,0.0,7243.0,51.4,15.0,0.0,0.0
9875.0, 36 months,6.97,304.78,A2,10+ years,MORTGAGE,175000.0,Fully Paid,debt_consolidation,8.72,8.0,0.0,200.0,4.1,20.0,1.0,0.0
24800.0, 36 months,17.27,887.53,D2,3 years,MORTGAGE,73819.0,Fully Paid,debt_consolidation,20.19,9.0,0.0,6353.0,34.7,33.0,1.0,0.0
8725.0, 36 months,17.57,313.56,D2,4 years,OWN,35000.0,Fully Paid,debt_consolidation,21.81,14.0,1.0,14205.0,52.4,20.0,0.0,1.0
8000.0, 36 months,7.39,248.45,A4,8 years,MORTGAGE,36000.0,Fully Paid,debt_consolidation,14.03,14.0,0.0,5944.0,19.9,23.0,1.0,0.0
25075.0, 36 months,10.15,810.87,B2,1 year,MORTGAGE,100000.0,Fully Paid,credit_card,21.44,19.0,0.0,44709.0,61.8,32.0,2.0,0.0
8125.0, 36 months,18.25,294.76,D3,10+ years,RENT,50000.0,Fully Paid,debt_consolidation,11.62,7.0,0.0,3659.0,43.0,18.0,0.0,0.0
35000.0, 36 months,17.99,1265.16,D2,10+ years,MORTGAGE,72000.0,Fully Paid,debt_consolidation,11.77,11.0,0.0,21727.0,66.9,16.0,4.0,0.0
16000.0, 36 months,7.39,496.9,A4,8 years,MORTGAGE,75000.0,Fully Paid,credit_card,19.38,16.0,0.0,14127.0,41.3,33.0,6.0,0.0
10000.0, 60 months,17.76,252.64,D1,10+ years,MORTGAGE,40000.0,Fully Paid,debt_consolidation,10.02,7.0,0.0,3233.0,55.7,8.0,2.0,0.0
20000.0, 60 months,23.99,575.25,F2,2 years,MORTGAGE,53515.0,Fully Paid,other,17.3,7.0,0.0,8148.0,46.3,10.0,2.0,0.0
24000.0, 60 months,15.31,574.88,C2,10+ years,MORTGAGE,75000.0,Fully Paid,credit_card,21.65,14.0,0.0,34852.0,50.1,21.0,0.0,0.0
30000.0, 60 months,20.2,798.16,E3,10+ years,MORTGAGE,98000.0,Fully Paid,debt_consolidation,25.94,26.0,0.0,19898.0,32.6,52.0,3.0,0.0
13700.0, 60 months,14.3,320.91,C1,10+ years,MORTGAGE,53785.0,Fully Paid,debt_consolidation,32.17,7.0,0.0,19535.0,72.6,36.0,4.0,0.0
3850.0, 36 months,10.42,124.99,B3,10+ years,MORTGAGE,42000.0,Fully Paid,home_improvement,9.4,7.0,1.0,2822.0,34.4,15.0,2.0,0.0
30000.0, 60 months,19.52,786.83,D4,1 year,MORTGAGE,160000.0,Fully Paid,debt_consolidation,10.4,8.0,0.0,11240.0,82.6,19.0,4.0,0.0
15000.0, 36 months,19.47,553.42,D5,5 years,OWN,45000.0,Fully Paid,small_business,11.39,18.0,0.0,13657.0,50.0,21.0,0.0,0.0
18000.0, 36 months,16.99,641.66,D1,10+ years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,10.75,16.0,0.0,22910.0,36.8,22.0,4.0,0.0
25000.0, 60 months,13.98,581.45,C3,9 years,MORTGAGE,80000.0,Fully Paid,debt_consolidation,11.69,15.0,0.0,38094.0,56.5,26.0,3.0,0.0
25000.0, 36 months,5.32,752.87,A1,10+ years,MORTGAGE,113650.0,Fully Paid,debt_consolidation,10.51,7.0,0.0,32257.0,77.5,22.0,6.0,0.0
5500.0, 36 months,7.12,170.13,A3,10+ years,OWN,55000.0,Fully Paid,credit_card,8.46,6.0,0.0,5758.0,13.6,14.0,0.0,0.0
14925.0, 60 months,18.25,381.03,E1,1 year,MORTGAGE,45000.0,Fully Paid,credit_card,32.13,18.0,0.0,15319.0,60.1,26.0,1.0,0.0
14000.0, 36 months,18.99,513.12,D4,1 year,MORTGAGE,107000.0,Fully Paid,debt_consolidation,15.94,12.0,0.0,28487.0,75.0,19.0,2.0,0.0
3600.0, 36 months,13.49,122.15,C2,9 years,RENT,66000.0,Fully Paid,other,20.82,5.0,0.0,346.0,5.8,31.0,0.0,0.0
10000.0, 60 months,20.2,266.06,E3,7 years,MORTGAGE,26379.0,Fully Paid,debt_consolidation,11.78,5.0,0.0,8789.0,71.5,13.0,2.0,0.0
18000.0, 60 months,11.44,395.33,B4,7 years,RENT,130000.0,Fully Paid,debt_consolidation,19.37,9.0,0.0,239.0,0.5,35.0,0.0,0.0
8250.0, 36 months,12.29,275.17,C1,4 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,13.81,22.0,0.0,28285.0,77.3,40.0,4.0,0.0
6000.0, 36 months,9.49,192.17,B2,9 years,MORTGAGE,35000.0,Fully Paid,credit_card,10.73,10.0,1.0,5867.0,24.9,58.0,1.0,1.0
21400.0, 36 months,15.99,752.26,D2,10+ years,RENT,43000.0,Fully Paid,debt_consolidation,19.62,9.0,0.0,9724.0,60.8,19.0,0.0,0.0
30000.0, 36 months,14.08,1026.5,C3,10+ years,RENT,180000.0,Fully Paid,credit_card,26.09,11.0,0.0,31437.0,70.2,26.0,1.0,0.0
8875.0, 36 months,15.61,310.32,D1,7 years,RENT,65000.0,Fully Paid,major_purchase,2.38,8.0,0.0,4932.0,38.5,12.0,0.0,0.0
26375.0, 60 months,22.95,742.77,F1,9 years,MORTGAGE,93211.0,Fully Paid,debt_consolidation,24.37,10.0,0.0,21696.0,92.3,26.0,1.0,0.0
9500.0, 36 months,8.24,298.75,B1,10+ years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,1.12,8.0,0.0,4218.0,9.4,17.0,3.0,0.0
20000.0, 60 months,18.25,510.6,D3,10+ years,MORTGAGE,98000.0,Fully Paid,debt_consolidation,13.59,19.0,0.0,10821.0,24.8,35.0,3.0,0.0
9500.0, 36 months,6.46,291.0,A1,2 years,OWN,60000.0,Fully Paid,debt_consolidation,11.86,10.0,0.0,9766.0,20.8,21.0,1.0,0.0
9250.0, 36 months,18.25,335.58,D2,10+ years,RENT,45000.0,Fully Paid,debt_consolidation,14.85,6.0,1.0,4109.0,83.9,13.0,0.0,1.0
22000.0, 36 months,16.02,773.68,C5,4 years,RENT,66000.0,Fully Paid,debt_consolidation,18.95,7.0,0.0,9429.0,51.0,16.0,0.0,0.0
27850.0, 60 months,8.18,567.1,B1,7 years,MORTGAGE,71000.0,Fully Paid,debt_consolidation,15.92,16.0,0.0,69418.0,61.7,36.0,3.0,0.0
8000.0, 36 months,9.17,255.04,B2,10+ years,RENT,40000.0,Fully Paid,credit_card,28.83,11.0,0.0,11258.0,77.1,14.0,0.0,0.0
8500.0, 36 months,11.39,279.86,B3,5 years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,12.8,9.0,1.0,7019.0,18.2,26.0,3.0,1.0
15000.0, 36 months,30.75,642.96,F5,10+ years,MORTGAGE,30000.0,Fully Paid,debt_consolidation,33.8,16.0,1.0,20079.0,32.2,23.0,0.0,1.0
12000.0, 36 months,8.39,378.2,A5,3 years,OWN,65000.0,Fully Paid,credit_card,29.42,11.0,0.0,20107.0,95.3,26.0,0.0,0.0
17000.0, 36 months,11.49,560.52,B5,6 years,MORTGAGE,90000.0,Fully Paid,debt_consolidation,25.1,19.0,0.0,15012.0,77.8,37.0,2.0,0.0
25000.0, 36 months,10.41,811.51,B3,< 1 year,RENT,90000.0,Fully Paid,credit_card,27.54,6.0,0.0,27186.0,84.7,8.0,0.0,0.0
20000.0, 60 months,13.99,465.27,C4,10+ years,RENT,60000.0,Fully Paid,debt_consolidation,24.02,6.0,0.0,19743.0,76.8,18.0,1.0,0.0
9525.0, 36 months,15.31,331.64,C2,10+ years,MORTGAGE,95000.0,Fully Paid,home_improvement,20.32,14.0,0.0,8453.0,90.9,35.0,4.0,0.0
28000.0, 36 months,17.76,1008.9,D1,2 years,MORTGAGE,135000.0,Fully Paid,credit_card,9.72,8.0,0.0,7909.0,71.9,33.0,5.0,0.0
6000.0, 36 months,9.17,191.28,B2,8 years,RENT,33600.0,Fully Paid,major_purchase,18.89,21.0,1.0,208.0,7.2,34.0,0.0,0.0
20000.0, 36 months,11.39,658.48,B3,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,24.64,15.0,0.0,30635.0,50.8,27.0,1.0,0.0
10000.0, 36 months,9.17,318.79,B2,1 year,MORTGAGE,36000.0,Fully Paid,debt_consolidation,27.83,11.0,0.0,7762.0,60.2,22.0,1.0,0.0
8000.0, 36 months,9.75,257.2,B3,3 years,MORTGAGE,83000.0,Fully Paid,debt_consolidation,9.43,17.0,0.0,2588.0,51.8,37.0,1.0,0.0
10000.0, 60 months,22.15,277.05,E5,8 years,RENT,93000.0,Fully Paid,small_business,27.57,11.0,0.0,31760.0,90.7,35.0,3.0,0.0
8000.0, 36 months,12.99,269.52,C2,2 years,RENT,35000.0,Fully Paid,debt_consolidation,25.99,8.0,0.0,2286.0,60.2,26.0,0.0,0.0
6125.0, 36 months,14.99,212.3,C4,2 years,OWN,190000.0,Fully Paid,credit_card,13.54,19.0,0.0,8150.0,39.0,55.0,2.0,0.0
6000.0, 36 months,8.18,188.52,B1,< 1 year,RENT,20800.0,Fully Paid,debt_consolidation,6.52,6.0,0.0,3082.0,81.1,16.0,2.0,0.0
1000.0, 36 months,9.76,32.16,B3,1 year,MORTGAGE,47000.0,Fully Paid,other,13.53,5.0,0.0,21281.0,87.9,17.0,1.0,0.0
4800.0, 36 months,9.44,153.63,B1,10+ years,MORTGAGE,75000.0,Fully Paid,other,14.33,8.0,0.0,3261.0,54.4,21.0,3.0,0.0
10000.0, 36 months,7.39,310.56,A4,2 years,OWN,110000.0,Fully Paid,home_improvement,18.84,15.0,0.0,12813.0,41.2,45.0,2.0,0.0
5600.0, 36 months,10.49,181.99,B2,10+ years,RENT,49000.0,Fully Paid,credit_card,29.68,9.0,1.0,10084.0,61.1,13.0,0.0,0.0
28000.0, 36 months,7.12,866.1,A3,< 1 year,MORTGAGE,75000.0,Fully Paid,credit_card,8.11,9.0,0.0,9096.0,27.2,21.0,1.0,0.0
5000.0, 36 months,10.99,163.67,B4,10+ years,RENT,50000.0,Fully Paid,credit_card,25.88,10.0,1.0,8279.0,45.0,27.0,4.0,1.0
21000.0, 60 months,11.99,467.03,C1,2 years,RENT,105000.0,Fully Paid,debt_consolidation,18.6,16.0,0.0,30310.0,46.3,53.0,0.0,0.0
17000.0, 60 months,13.98,395.39,C3,10+ years,MORTGAGE,67000.0,Fully Paid,credit_card,2.76,5.0,1.0,7047.0,46.7,11.0,3.0,1.0
9000.0, 36 months,7.89,281.58,A5,10+ years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,26.0,10.0,0.0,9823.0,48.9,19.0,1.0,0.0
20000.0, 36 months,11.71,661.52,B3,6 years,RENT,65000.0,Fully Paid,debt_consolidation,8.9,6.0,0.0,23035.0,86.3,13.0,,0.0
9600.0, 36 months,11.67,317.35,B4,10+ years,RENT,55000.0,Fully Paid,debt_consolidation,15.01,11.0,1.0,6468.0,47.9,30.0,2.0,1.0
9875.0, 36 months,10.99,323.25,B3,5 years,RENT,22000.0,Fully Paid,credit_card,28.1,13.0,0.0,12939.0,53.2,17.0,0.0,0.0
25000.0, 36 months,11.49,824.29,B5,1 year,RENT,119738.0,Fully Paid,debt_consolidation,20.46,14.0,0.0,30043.0,80.5,42.0,0.0,0.0
10500.0, 60 months,17.14,261.75,D4,< 1 year,MORTGAGE,45000.0,Fully Paid,credit_card,24.31,12.0,0.0,30268.0,91.4,19.0,1.0,0.0
16000.0, 60 months,15.22,382.49,C3,2 years,MORTGAGE,58000.0,Fully Paid,debt_consolidation,21.41,17.0,0.0,10118.0,51.4,31.0,1.0,0.0
20000.0, 36 months,11.67,661.14,B4,10+ years,MORTGAGE,169000.0,Fully Paid,credit_card,17.4,12.0,1.0,15328.0,69.0,24.0,2.0,1.0
5500.0, 36 months,9.17,175.34,B1,2 years,RENT,46400.0,Fully Paid,debt_consolidation,23.36,11.0,0.0,11130.0,58.6,20.0,0.0,0.0
13525.0, 60 months,27.49,416.97,F4,9 years,OWN,47000.0,Fully Paid,debt_consolidation,19.88,14.0,0.0,20636.0,34.1,30.0,0.0,0.0
5000.0, 36 months,6.72,153.75,A3,3 years,RENT,83000.0,Fully Paid,credit_card,3.92,8.0,0.0,4866.0,35.3,12.0,0.0,0.0
10000.0, 36 months,13.67,340.18,C4,2 years,RENT,54000.0,Fully Paid,credit_card,18.11,9.0,2.0,9716.0,35.9,28.0,0.0,1.0
25000.0, 36 months,15.8,876.46,C3,10+ years,OWN,75000.0,Fully Paid,credit_card,14.7,7.0,0.0,29024.0,77.2,16.0,0.0,0.0
4000.0, 36 months,13.49,135.73,C2,5 years,MORTGAGE,52000.0,Fully Paid,debt_consolidation,30.92,16.0,0.0,8186.0,25.7,23.0,0.0,0.0
6400.0, 36 months,15.8,224.38,C3,10+ years,MORTGAGE,32000.0,Fully Paid,credit_card,23.06,15.0,0.0,13610.0,69.4,27.0,0.0,0.0
10000.0, 36 months,7.62,311.62,A3,10+ years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,17.34,7.0,0.0,19273.0,69.3,48.0,7.0,0.0
3500.0, 36 months,8.9,111.14,A5,< 1 year,RENT,44000.0,Fully Paid,credit_card,14.84,6.0,0.0,4298.0,86.0,14.0,0.0,0.0
6000.0, 36 months,11.44,197.69,B4,4 years,MORTGAGE,40000.0,Fully Paid,credit_card,8.19,7.0,1.0,8017.0,59.8,11.0,0.0,1.0
5000.0, 36 months,15.8,175.3,C3,,OWN,25000.0,Fully Paid,credit_card,10.22,7.0,2.0,5800.0,49.2,20.0,1.0,1.0
4200.0, 36 months,7.26,130.19,A4,10+ years,RENT,96000.0,Fully Paid,home_improvement,10.45,9.0,0.0,3992.0,18.7,19.0,0.0,0.0
16000.0, 36 months,7.9,500.65,A4,10+ years,OWN,55000.0,Fully Paid,moving,22.54,9.0,0.0,6020.0,35.2,22.0,0.0,0.0
25000.0, 36 months,5.32,752.87,A1,,MORTGAGE,82500.0,Fully Paid,credit_card,25.18,26.0,0.0,27460.0,31.1,44.0,2.0,0.0
28000.0, 60 months,14.49,658.65,C4,,MORTGAGE,92000.0,Fully Paid,home_improvement,8.57,5.0,0.0,20861.0,0.0,10.0,4.0,0.0
9200.0, 36 months,12.74,308.84,C1,10+ years,OWN,26312.0,Fully Paid,debt_consolidation,26.82,14.0,0.0,23682.0,40.0,27.0,0.0,0.0
25000.0, 60 months,13.99,581.58,C3,,MORTGAGE,82000.0,Fully Paid,debt_consolidation,25.51,21.0,0.0,12698.0,10.1,59.0,3.0,0.0
15000.0, 60 months,11.99,333.6,B3,3 years,OWN,36000.0,Fully Paid,credit_card,17.53,12.0,0.0,16781.0,29.7,17.0,0.0,0.0
16000.0, 36 months,7.89,500.58,A5,10+ years,MORTGAGE,64000.0,Fully Paid,debt_consolidation,21.07,10.0,0.0,19790.0,86.8,21.0,2.0,0.0
10800.0, 36 months,7.89,337.89,A5,5 years,RENT,36000.0,Fully Paid,debt_consolidation,18.47,16.0,0.0,10781.0,46.9,34.0,0.0,0.0
6850.0, 36 months,14.99,237.43,C5,2 years,RENT,65000.0,Fully Paid,debt_consolidation,4.69,6.0,0.0,5328.0,54.4,9.0,0.0,0.0
10000.0, 36 months,11.99,332.1,C1,1 year,MORTGAGE,48000.0,Fully Paid,debt_consolidation,24.15,6.0,0.0,5040.0,85.4,8.0,2.0,0.0
7000.0, 36 months,16.02,246.17,C5,10+ years,MORTGAGE,250000.0,Fully Paid,credit_card,8.88,23.0,0.0,61727.0,83.4,40.0,9.0,0.0
12000.0, 36 months,7.99,375.99,A5,,MORTGAGE,50000.0,Fully Paid,credit_card,25.26,9.0,0.0,11458.0,32.2,21.0,2.0,0.0
20000.0, 36 months,7.21,619.47,A3,5 years,MORTGAGE,150000.0,Fully Paid,debt_consolidation,19.91,5.0,0.0,34964.0,74.0,11.0,0.0,0.0
18000.0, 36 months,5.32,542.07,A1,1 year,MORTGAGE,120000.0,Fully Paid,home_improvement,12.99,11.0,1.0,2012.0,7.5,22.0,1.0,1.0
7000.0, 36 months,15.61,244.76,C4,10+ years,RENT,72500.0,Fully Paid,credit_card,15.32,13.0,0.0,11848.0,89.8,52.0,3.0,0.0
8000.0, 36 months,10.99,261.88,B4,3 years,MORTGAGE,45000.0,Fully Paid,home_improvement,7.04,4.0,2.0,8737.0,69.9,7.0,1.0,1.0
12500.0, 36 months,9.67,401.41,B1,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,18.22,7.0,0.0,12389.0,74.6,21.0,0.0,0.0
4000.0, 36 months,13.49,135.73,C2,10+ years,MORTGAGE,100000.0,Fully Paid,home_improvement,25.92,23.0,0.0,11931.0,64.8,42.0,5.0,0.0
6275.0, 36 months,14.99,217.5,C5,1 year,RENT,14300.0,Fully Paid,debt_consolidation,26.36,9.0,0.0,9539.0,71.7,13.0,0.0,0.0
18000.0, 60 months,13.49,414.09,C2,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,12.84,7.0,0.0,2413.0,25.4,22.0,7.0,0.0
14500.0, 36 months,7.9,453.71,A4,5 years,RENT,36400.0,Fully Paid,debt_consolidation,22.48,11.0,0.0,7837.0,58.5,46.0,4.0,0.0
16750.0, 60 months,17.14,417.55,D4,3 years,RENT,42000.0,Fully Paid,debt_consolidation,15.49,5.0,0.0,14681.0,77.3,15.0,6.0,0.0
20000.0, 36 months,10.99,654.68,B2,10+ years,MORTGAGE,60000.0,Fully Paid,debt_consolidation,28.88,12.0,0.0,16076.0,61.1,27.0,2.0,0.0
24000.0, 36 months,7.26,743.91,A4,2 years,OWN,220000.0,Fully Paid,credit_card,27.53,25.0,0.0,148547.0,86.6,44.0,5.0,0.0
6000.0, 36 months,9.91,193.35,B1,< 1 year,MORTGAGE,112000.0,Fully Paid,credit_card,24.92,15.0,0.0,17815.0,73.6,37.0,,0.0
20000.0, 36 months,8.9,635.07,A5,7 years,MORTGAGE,119248.0,Fully Paid,debt_consolidation,6.72,9.0,0.0,10567.0,68.2,19.0,3.0,0.0
15000.0, 36 months,8.9,476.3,A5,10+ years,MORTGAGE,85000.0,Fully Paid,debt_consolidation,12.0,8.0,0.0,11388.0,47.4,27.0,5.0,0.0
9000.0, 36 months,18.25,326.51,D2,1 year,MORTGAGE,85000.0,Fully Paid,debt_consolidation,12.27,14.0,0.0,14353.0,90.3,17.0,0.0,0.0
17000.0, 36 months,7.99,532.64,A4,10+ years,MORTGAGE,100000.0,Fully Paid,debt_consolidation,14.41,8.0,0.0,6288.0,22.1,23.0,7.0,0.0
18000.0, 60 months,15.61,434.01,D1,10+ years,MORTGAGE,43000.0,Fully Paid,debt_consolidation,37.15,23.0,0.0,20538.0,42.1,46.0,6.0,0.0
35000.0, 36 months,15.99,1230.33,C5,8 years,MORTGAGE,102000.0,Fully Paid,home_improvement,0.29,9.0,0.0,796.0,3.8,27.0,3.0,0.0
9275.0, 36 months,8.9,294.52,A5,10+ years,MORTGAGE,46000.0,Fully Paid,debt_consolidation,26.77,14.0,0.0,9290.0,19.5,39.0,5.0,0.0
10000.0, 36 months,6.49,306.45,A2,1 year,OWN,160000.0,Fully Paid,home_improvement,14.36,11.0,0.0,6688.0,20.8,43.0,6.0,0.0
6000.0, 36 months,6.03,182.62,A1,10+ years,MORTGAGE,97500.0,Fully Paid,home_improvement,5.09,15.0,0.0,47033.0,8.9,26.0,5.0,0.0
8000.0, 36 months,13.99,273.39,C3,2 years,RENT,144000.0,Fully Paid,medical,6.08,10.0,0.0,0.0,0.0,33.0,4.0,0.0
7175.0, 36 months,16.99,255.78,D3,2 years,RENT,24000.0,Fully Paid,medical,14.1,18.0,0.0,9616.0,49.8,29.0,0.0,0.0
8000.0, 36 months,20.0,297.31,D4,3 years,OWN,54000.0,Fully Paid,debt_consolidation,21.03,12.0,1.0,8228.0,45.2,14.0,0.0,1.0
20000.0, 36 months,11.99,664.2,C1,10+ years,RENT,60000.0,Fully Paid,debt_consolidation,6.02,9.0,0.0,19070.0,51.7,21.0,0.0,0.0
18000.0, 60 months,9.71,379.89,B1,10+ years,MORTGAGE,45000.0,Fully Paid,credit_card,12.21,9.0,0.0,20216.0,57.9,16.0,3.0,0.0
3100.0, 36 months,9.44,99.22,B1,,OWN,24300.0,Fully Paid,debt_consolidation,10.66,10.0,0.0,13748.0,41.9,28.0,1.0,0.0
16000.0, 36 months,7.26,495.94,A4,10+ years,MORTGAGE,117000.0,Fully Paid,credit_card,19.5,10.0,0.0,19368.0,70.2,32.0,1.0,0.0
6100.0, 36 months,14.49,209.94,C4,2 years,RENT,18000.0,Fully Paid,debt_consolidation,1.8,7.0,0.0,2754.0,37.7,8.0,0.0,0.0
15000.0, 36 months,16.99,534.72,D1,8 years,MORTGAGE,32000.0,Fully Paid,debt_consolidation,13.47,19.0,0.0,11177.0,31.6,22.0,0.0,0.0
11200.0, 36 months,10.99,366.63,B4,< 1 year,MORTGAGE,94000.0,Fully Paid,debt_consolidation,10.94,16.0,0.0,25590.0,58.2,30.0,2.0,0.0
13200.0, 36 months,6.62,405.29,A2,10+ years,MORTGAGE,48000.0,Fully Paid,debt_consolidation,34.65,17.0,0.0,18974.0,30.4,25.0,3.0,0.0
20000.0, 36 months,12.29,667.06,C1,10+ years,MORTGAGE,128000.0,Fully Paid,debt_consolidation,12.73,15.0,0.0,24907.0,76.6,26.0,3.0,0.0
10000.0, 36 months,10.91,326.97,B4,10+ years,MORTGAGE,45000.0,Fully Paid,debt_consolidation,8.56,10.0,1.0,9623.0,25.2,20.0,1.0,1.0
13775.0, 36 months,18.55,501.81,E2,,RENT,60000.0,Fully Paid,small_business,16.76,10.0,0.0,4428.0,57.0,18.0,0.0,0.0
30000.0, 36 months,14.33,1030.15,C1,4 years,RENT,101800.0,Fully Paid,debt_consolidation,3.68,6.0,0.0,8443.0,40.4,16.0,0.0,0.0
15925.0, 36 months,6.97,491.5,A3,10+ years,OWN,61000.0,Fully Paid,debt_consolidation,24.83,10.0,0.0,67715.0,78.0,22.0,2.0,0.0
10000.0, 36 months,7.89,312.86,A5,5 years,RENT,48000.0,Fully Paid,debt_consolidation,17.35,4.0,0.0,5891.0,84.2,13.0,0.0,0.0
8000.0, 36 months,9.99,258.1,B3,1 year,RENT,64000.0,Fully Paid,debt_consolidation,9.21,8.0,0.0,7897.0,30.3,11.0,0.0,0.0
8000.0, 36 months,7.24,247.9,A3,1 year,OWN,100000.0,Fully Paid,other,12.94,7.0,0.0,36270.0,79.4,20.0,4.0,0.0
20000.0, 36 months,13.98,683.36,C3,10+ years,RENT,100000.0,Fully Paid,debt_consolidation,19.69,19.0,0.0,17988.0,48.7,27.0,0.0,0.0
24000.0, 60 months,13.33,550.14,C3,8 years,MORTGAGE,110000.0,Fully Paid,debt_consolidation,11.88,14.0,0.0,20158.0,30.7,18.0,1.0,0.0
10000.0, 36 months,9.44,320.05,B1,3 years,RENT,63000.0,Fully Paid,debt_consolidation,6.55,2.0,0.0,11564.0,83.8,3.0,0.0,0.0
1500.0, 36 months,9.93,48.36,B2,6 years,MORTGAGE,70000.0,Fully Paid,debt_consolidation,18.96,11.0,0.0,10595.0,69.0,30.0,1.0,0.0
3000.0, 36 months,13.49,101.8,C1,10+ years,RENT,60000.0,Fully Paid,other,19.44,7.0,0.0,20588.0,96.8,17.0,,0.0
6000.0, 36 months,18.49,218.4,D2,10+ years,RENT,38000.0,Fully Paid,debt_consolidation,29.84,9.0,0.0,6888.0,78.3,23.0,0.0,0.0
16000.0, 36 months,9.71,514.1,B1,8 years,MORTGAGE,50000.0,Fully Paid,debt_consolidation,14.5,7.0,0.0,10241.0,64.8,19.0,1.0,0.0
5000.0, 36 months,14.46,172.01,C4,10+ years,MORTGAGE,50000.0,Fully Paid,other,18.12,8.0,0.0,1676.0,27.0,24.0,0.0,0.0
5900.0, 36 months,7.24,182.83,A3,2 years,RENT,61980.0,Fully Paid,credit_card,9.13,7.0,0.0,9230.0,63.7,11.0,1.0,0.0
30000.0, 60 months,16.55,738.34,D2,9 years,MORTGAGE,145000.0,Fully Paid,debt_consolidation,14.48,12.0,3.0,14774.0,70.7,31.0,11.0,3.0
4000.0, 36 months,13.33,135.42,C3,10+ years,MORTGAGE,201000.0,Fully Paid,credit_card,13.76,13.0,0.0,28092.0,95.2,28.0,4.0,0.0
8400.0, 36 months,11.48,276.92,B5,5 years,RENT,115000.0,Fully Paid,debt_consolidation,13.79,10.0,0.0,9584.0,77.9,40.0,0.0,0.0
6000.0, 36 months,13.79,204.46,C5,< 1 year,RENT,26500.0,Fully Paid,debt_consolidation,5.34,6.0,0.0,5177.0,12.5,24.0,,0.0
