profile_id,coolant,stator_winding,stator_tooth,motor_speed,stator_yoke,ambient,torque,pm
63,28.08947096,56.1598718,49.86694733,'2412.027576',41.8126266,24.88116094,'-65.42806779',48.88382349
72,24.25142959,35.2623753,32.94306302,'-0.003334436',29.91950357,24.7822235,'5.75E-38',52.24014706
54,40.91548529,58.58700962,54.05382964,'1487.176918',49.34594867,26.46202854,'-85.46336274',67.23892895
76,62.44661037,88.85068302,82.03359689,'0.002730229',72.12173394,26.32535979,'-0.00000207',79.53705169
29,18.79497719,31.84921074,30.47786331,'1694.991699',26.33167458,22.1178112,'46.478508',48.78131866
44,29.87887983,72.06491618,58.41674935,'1499.998105',45.98446571,,'125',47.6108685
74,41.09330919,103.5038619,87.66852351,'4005.794626',70.5425775,27.78394614,'-15.13525197',76.68206319
14,18.12198067,62.20331955,48.46190643,'2999.977051',36.81537247,21.5151825,'100.1550293',44.13978577
30,18.35494614,24.80800819,22.32095528,'49.98342514',19.8713131,21.43011856,'52.52507782',28.96369553
57,38.70525586,97.4366176,70.65771902,'291.8779521',56.13562702,24.9052046,'-234.9995283',39.05597518
64,50.00872884,53.27018225,52.56686397,'0.002307774',50.92016435,25.20148435,'-2.98E-120',61.94158265
61,49.74688228,52.55150575,50.9390449,'-0.000504787',49.98619289,27.28745091,'-3.77E-295',69.92466021
74,54.90516165,59.66121263,57.52076266,'-0.001004206',56.23233566,27.40551326,'2.33E-114',70.90885747
67,27.69071529,76.36428307,59.16963591,'4582.830048',44.03761146,25.9539518,'59.7736718',58.51937669
43,34.63627196,64.79079617,56.48809571,'837.5046463',46.16522959,23.25543432,'199.8156652',63.05446052
57,38.70346246,104.7911742,78.70878853,'302.7040723',61.46291329,24.90544441,'-211.1669844',40.38772336
8,18.28122139,43.83842468,36.07511139,'1499.992432',29.58090782,21.40215492,'103.151741',34.03706741
69,39.68743868,72.12393777,62.81346557,'5010.934691',52.60192246,25.79823029,'-37.17913846',59.79261461
70,23.65515221,26.22003032,25.54734988,'-0.0000226',24.80544077,26.36070417,'3.7055e-320',48.87884428
23,23.46840477,123.9488068,92.09267426,'3499.963867',64.14093781,,'110.8558044',96.46824646
36,19.23717308,84.66806793,51.97389603,'1799.97644',34.20010757,21.38361549,'253.0979919',38.80750275
42,49.80682017,67.22655813,64.56235258,'2499.977591',58.75570597,25.61595625,'50',68.5022807
14,18.63430977,29.59414482,30.05445099,'2999.968506',26.16503906,23.87669945,'-0.580882609',40.5993042
70,29.23476349,49.71736676,44.10386474,'1394.240361',38.43590098,25.8335229,'52.69769282',51.77035775
80,46.03243053,71.07396402,63.99970519,'3369.304444',56.40426834,23.54105387,'-77.49997418',65.45219853
73,90.4121498,98.55280654,94.69520743,'4224.867992',90.21804359,25.35971142,'-57.29055516',78.79593956
8,18.38543129,45.94245148,38.34875107,'1499.984985',31.33715248,19.885952,'102.8528519',41.08295441
32,18.63441658,49.86347961,42.77107239,'3403.967285',33.51377869,21.97327423,'65.15981293',49.05213928
73,42.50784869,43.56759436,42.77028371,'0.006419766',42.11509583,25.57986167,'1.91E-304',63.01558195
71,33.53546394,71.63394107,60.44303458,'1205.856954',49.96991225,23.58481573,'110.8466597',69.3550562
75,89.48482799,111.9130934,101.1848128,'3263.645118',93.88368271,24.86387289,'65.88831936',80.08486946
74,54.85398974,101.3053103,85.93095517,'713.4023143',72.12143203,27.87955634,'-23.47509932',73.10524841
44,49.77367899,42.76925581,41.71483712,'0.000533558',42.81740521,23.17856746,'2.58E-187',51.92377026
76,63.64382675,91.54169242,83.42489449,'0.002267866',75.28866556,26.38450904,'7.44E-22',78.56599406
61,41.89900728,63.02952614,61.2937922,'0.005216687',58.38461687,27.47103298,'-3.57E-145',76.71270926
76,65.03393604,72.12093145,68.81021503,'460.0781051',65.41451178,25.75408764,'66.47912531',60.95626839
48,49.83997962,74.50297757,67.02620591,'2931.224402',59.33409738,25.06364114,'-99.57176199',65.17460123
9,18.25729752,53.80448914,44.76047134,'2499.966309',34.96798706,24.94438934,'100.5890503',49.15711975
46,90.96610246,109.4884065,102.6335367,'938.5197392',96.68641288,24.42182506,'-76.7969625',89.2800646
72,85.52586232,83.79629061,81.71384159,'0.000765992',81.17955743,24.61335807,'0.000000000000000013',60.23611384
29,18.80552292,31.06280518,29.34038162,'1694.988281',25.70620918,21.9081955,'46.68913269',42.05856323
62,28.17447815,28.0159087,26.89046504,'-0.007244422',26.55676545,,'-3.7055e-320',32.16084676
29,18.89048386,30.21007538,28.73651123,'1694.984497',25.12984848,22.10345459,'46.23171234',60.44939804
49,49.84808606,104.7979269,88.18302046,'3293.57321',71.5492699,25.39044696,'-114.4909025',74.45133138
15,18.98207855,110.2037048,80.27515411,'3999.950684',54.88566971,,'95.81739044',74.97904205
57,45.89391747,93.25467698,77.86249239,'4619.461278',62.73106409,26.38450891,'73.26872244',78.50211621
55,34.71364287,59.78445505,54.19955802,'793.965227',45.98625403,25.38443619,'56.06107136',63.02552216
76,43.52893863,59.76978931,55.84379468,'-0.005768624',51.02489101,26.34869683,'-2.29E-122',74.01013245
32,19.23044586,31.32793236,31.50479698,'2599.972168',26.42668533,20.08243752,'20.03907585',47.50793457
12,18.56435776,25.72139168,26.2009182,'1999.976685',23.52591133,23.21850967,'-0.127600223',35.8840332
42,70.54153136,83.13715598,78.70666514,'3499.966985',72.12173037,25.14322539,'50',65.83897178
19,18.61673737,65.31826782,54.72359085,'5999.932129',39.45056915,24.89559937,'-0.393560767',70.67298889
55,91.06195782,114.2111364,98.6412881,'248.3674469',91.85426816,26.3329654,'220.7905877',73.70063754
62,61.22197882,97.59304893,83.94270383,'2559.548656',72.10741629,23.45081046,'-96.87647989',74.52971503
73,26.87962325,54.71838312,44.49703534,'1976.769322',35.49570528,23.88075041,'-103.295896',34.7896428
63,91.00738065,86.01925671,84.76157027,'0.000833209',85.59381978,25.56597965,'-3.7055e-320',64.48773089
73,43.4191593,89.29830056,75.43978077,'2283.406581',60.63575953,25.627535,'87.32225149',81.61403162
41,30.69243876,87.55022469,71.72297735,'1499.987091',56.88917942,24.46423467,'150',70.89004955
15,18.23434067,37.21385193,35.08757782,'3999.955566',28.99066353,23.99863815,'-0.600242496',42.54273987
2,18.44707489,19.7130661,19.21805763,'99.97455597',18.9034462,22.76027107,'0.253717452',27.43254089
55,66.20983334,65.2131499,61.90758845,'1629.822451',60.60643418,25.77379984,'-15.97693168',63.56613716
42,49.84531654,67.17836372,64.58829594,'2499.981854',58.71408895,25.5686384,'50',68.4817522
73,90.55393998,124.1515934,104.7911594,'2928.837707',95.70303423,25.44334684,'118.8611854',83.18389579
10,18.80876923,74.26306152,56.02583313,'3999.96167',39.45435333,20.2186451,'79.49743652',46.70179749
80,61.22187482,78.81416491,70.55034046,'1243.200989',65.4936832,24.88945654,'189.904393',69.46311652
62,61.22197881,85.55837596,78.71057987,'898.7713044',70.55226659,23.38934069,'0.081813074',73.11469554
30,19.01683617,61.37526321,46.00058746,'1449.985107',37.03593445,21.49085617,'139.0640411',42.37667847
19,19.49670219,72.12112427,53.34653473,'5999.955078',36.30558395,21.93654251,'48.3403511',49.22177124
50,39.60812118,68.74409823,63.07187757,'1798.416164',54.31435079,26.38371924,'-21.78964806',70.14784041
54,56.10353165,95.61819477,82.74912332,'3323.542493',70.56663379,26.41063621,'-131.4308661',75.53096736
80,84.03640425,72.12168242,70.68854777,'1863.003351',71.84986035,23.96390868,'-51.63345123',63.69622915
67,27.35315412,70.42757792,58.05268494,'2108.925605',45.15073688,26.05895415,'-154.285805',59.22794559
60,70.36949602,95.23754777,87.55454587,'1079.939796',80.22084444,26.37097335,'26.46201675',67.73385523
16,18.77889252,59.09727097,45.32784271,'749.9917603',35.48875809,24.60100555,'139.1371155',46.60417175
8,18.36064148,45.85174179,38.36729813,'1499.97937',31.33568954,20.62942886,'102.8623581',41.24558258
75,63.3848128,75.47552466,63.89629895,'2813.305959',58.55369547,23.91237271,'67.62049422',49.02353054
29,19.22266197,84.10173035,65.59763336,'5749.94873',49.29247665,19.85061455,'19.83654022',48.08198929
63,28.1464921,67.09608133,54.49392545,'3674.302265',43.33092098,24.87153608,'-97.66570654',53.46565528
29,20.04216576,138.2685394,91.93460083,'149.9885254',63.19951248,19.85062027,'258.9670105',30.31135941
26,19.17554283,121.1716766,89.36585999,'3499.963867',60.56085205,23.10461426,'110.9859848',94.12109375
80,44.07689842,61.2506517,56.73774709,'3359.546862',53.10802372,23.51162009,'-118.1287029',64.39870232
7,18.83454895,39.45228577,32.54170227,'499.9908142',27.33310699,23.17292786,'103.2986984',34.02574158
17,18.45091057,49.93572235,43.4523201,'4999.947266',33.64783478,25.61721992,'-0.528730094',52.93255615
11,17.83131599,18.79296494,18.25690651,'0.003251779',18.23424911,23.17481613,'30.42089272',24.23493958
16,18.82627106,59.03007507,45.29087448,'750.0008545',35.64750671,24.5731945,'139.1303101',46.64018631
50,39.61486111,61.71525786,57.89153711,'1349.698857',51.72073904,26.38450903,'-29.55625191',68.49266345
76,58.35529292,81.76748372,72.12161167,'4586.625368',64.67214048,26.38252474,'-72.84395354',69.32524011
80,52.13107746,78.9001974,71.66076712,'-0.001893268',63.0967443,24.69855432,'-8.81E-18',78.15244442
71,78.05180486,90.88497718,82.32093857,'1667.452053',78.77154192,23.37348189,'5.286202219',67.47096587
80,45.93547518,92.71128642,76.14479929,'4436.28955',61.6258557,23.66536333,'-13.85990116',71.27666651
67,27.74027824,45.98602602,39.44771759,'4559.649026',32.6069837,25.67243089,'17.94328798',34.56284674
7,18.87500763,39.48667526,33.00815201,'500.005127',27.77132225,23.26413727,'103.2448502',35.63188171
23,23.1462059,36.39550018,35.97135162,'3499.965576',31.35754395,23.20672798,'-0.562066615',44.8011055
62,28.17931473,29.17304901,28.01712399,'-0.00609935',27.90486824,23.91325011,'-3.7055e-320',41.56626852
80,44.31511904,60.40389984,55.88839577,'-0.000419402',50.81318805,23.17926765,'-0.00000000000000377',51.98799496
36,18.16193008,34.64017868,32.70967102,'1499.989502',28.10255623,19.85221291,'10.77769184',42.96260834
32,18.90579605,46.07037735,39.45228577,'3403.965576',32.24821854,22.45678139,'65.04949951',47.89277649
30,18.77337646,55.78589249,42.99469376,'1449.990479',33.43828201,19.85062027,'139.394928',35.53763962
12,18.17677689,48.758461,39.45228577,'1999.976929',32.42021942,23.41980934,'102.0265045',42.25367355
7,18.31061363,20.34558296,19.85062027,'499.9926758',19.84652901,23.1663456,'0.047717128',31.6678524
75,28.2751106,64.24733437,57.26671019,'2322.556048',45.93630246,25.26806141,'-32.92379917',67.91586593
7,18.98152351,39.49505234,32.92209244,'499.985199',27.75668716,23.20796394,'103.3008347',35.4021492
59,81.48964234,80.34231259,78.89407522,'2669.978687',79.54343852,26.08263586,'-6.94525977',49.37149522
36,21.91279411,67.18386841,39.3312149,'59.97613907',27.96303177,18.84800339,'260.6135559',21.89199638
76,64.13340791,68.18963521,65.483492,'-0.001638183',64.34501208,25.90335977,'-7.46E-99',68.14820451
8,18.15536499,45.98617172,38.87828064,'1499.989624',31.52828407,23.51766777,'102.8853989',43.93997955
30,18.67591286,31.00543594,29.4000473,'1331.590088',25.64616203,20.83019066,'107.9614258',37.58633423
72,75.83067768,93.53909774,83.87766256,'4475.163978',78.70666514,25.07202465,'-62.73590667',62.69550464
15,18.33468437,107.8663864,78.96517944,'3999.956055',53.77680206,,'95.90786743',72.2351532
70,81.48964234,104.7890372,92.51582143,'3662.962494',85.17306432,26.09641102,'99.88875197',73.17227852
32,19.13239288,46.39163208,39.45228577,'3403.970459',32.36748123,22.39193726,'65.09352875',47.90631485
3,18.6941185,38.82835007,31.33578491,'99.98950195',26.38106728,22.01602936,'103.5176544',28.33179855
57,85.33692534,120.8829486,98.86215272,'2113.485057',90.23867933,26.33119716,'183.4803191',66.72028037
60,70.83367301,91.48558612,78.83733032,'4084.970353',72.11785759,26.3844901,'-92.72387158',61.38940105
69,39.70303012,69.28790306,62.18275482,'427.2175719',52.82406718,25.63080649,'9.273527342',60.77220863
69,56.1157038,67.19473009,62.71472028,'2913.43478',59.40872149,25.66522188,'5.648630976',52.4100672
44,91.0479469,84.54350413,83.61378793,'499.9844496',84.73291791,24.41829469,'7.79E-290',58.34247353
80,45.89818096,73.89215298,64.18062479,'2927.445679',56.17189017,23.61577043,'82.2449558',65.83673542
44,91.06402565,95.05244277,92.3096088,'3999.967474',90.09565326,24.83734515,'3.7055e-320',81.10669926
31,18.97388458,83.5033493,60.26182938,'4749.95752',41.57403564,21.50894737,'74.90746307',50.75780869
60,39.5701437,65.76428517,56.5788936,'2905.620975',49.30343186,25.58296651,'114.9705084',47.57932097
7,18.98196793,39.48835373,32.92402267,'499.9962158',27.56518364,22.29395485,'103.3307953',34.83979034
16,18.94516945,57.59102631,43.65193176,'749.9937744',34.5543251,24.80083466,'139.4736176',37.20714951
69,85.38857806,86.80156844,84.64672722,'-0.004916882',83.94578942,26.31801693,'-5.99E-116',80.70804218
8,18.51917076,45.66529846,37.8938942,'1499.988403',30.85466194,21.71985245,'103.0891342',38.62506485
26,18.27729416,103.4038849,71.43916321,'3499.977539',47.40235138,19.85062027,'117.8323135',51.14686966
51,50.3936682,93.90192977,78.96520111,'5417.618941',65.58789507,26.38044798,'-56.69161501',61.67653742
8,19.24936295,38.04309082,31.44635201,'1499.990356',26.3117733,19.88955307,'103.5786057',28.88468933
7,18.98769379,39.45228577,32.37006378,'499.9942017',26.8977375,23.12943649,'103.2656174',32.70428848
46,91.07733813,122.5019401,104.7911742,'4045.281243',97.21456988,,'64.11442825',89.82159659
73,42.52056616,45.98617533,45.43284084,'0.011663875',44.36568021,25.5697988,'1.27E-133',70.45989815
74,30.7200907,91.82341495,72.12173018,'3660.494769',55.45320047,26.38370356,'-46.30447265',78.52223179
24,18.27737427,56.71490097,48.44703293,'5499.948242',36.25117111,,'-0.32282719',60.16867828
68,34.33730017,53.13033776,46.16295105,'0.001755972',39.60597623,26.27855992,'0.0000000000245',37.01752451
12,18.40660477,49.72039032,41.97399521,'1999.978638',33.24271011,23.60681152,'101.8285751',47.40027618
32,18.80123711,39.4131012,38.74349213,'2599.98291',32.10965729,23.11302185,'19.83353233',63.98908615
8,19.10961914,45.98423767,38.44631958,'1499.990601',31.3366394,22.32695007,'102.9682999',42.64610672
9,18.19302368,51.67184067,42.73234177,'2499.974609',33.67444229,23.54577255,'100.8553619',39.94704819
19,19.63069916,88.76660156,65.58766937,'5999.947754',44.9787178,22.39833069,'48.47672653',64.5218811
55,34.6668295,66.1384379,55.83529306,'5037.693877',45.8580046,,'-35.41203597',44.83438468
55,34.552634,85.28744675,71.58526197,'898.4868296',58.38302899,24.85691558,'107.8034409',63.87403192
16,18.47389603,25.73176575,24.89536476,'749.9857788',23.17009926,24.48530388,'0.216367751',41.05194092
70,59.68145112,57.11699905,52.67325387,'3457.533578',52.33390857,25.92982418,'-90.59244387',52.51623286
30,18.82260895,50.95020294,39.35537338,'1449.994629',31.33732414,19.85062027,'139.5246582',33.16642761
42,49.81908311,59.96693748,57.68925349,'1499.994911',54.12777792,25.43267306,'50',60.33896072
80,79.16042431,72.12075694,72.1215585,'0.002270224',72.12173037,25.16246342,'-2.86E-168',69.51233381
31,18.87290764,110.3786926,83.60471344,'5999.945801',55.86568069,23.64332962,'54.58167648',95.07715607
60,55.97285584,70.14770518,60.20886167,'3532.210787',54.53364279,26.38236214,'112.9419113',59.60732254
36,20.56913567,84.33602905,51.07634354,'59.9778595',35.15216827,19.12732887,'260.4012756',22.39478111
17,19.33446121,49.60320282,43.19485092,'4999.941895',33.65055466,23.40093994,'-0.472051501',52.04301453
2,18.25954628,19.84365654,19.46434212,'100.0052261',19.2112751,21.40818214,'0.247222155',30.84835815
54,33.17799502,36.33422891,33.05352361,'737.9021194',32.12362776,25.98772809,'187.592424',30.20682076
8,19.27479172,45.98310471,38.66820526,'1499.983398',31.41591835,23.0496006,'102.9177246',43.03751373
7,19.1641922,35.50524902,28.2608757,'499.9936829',24.80416489,21.53077698,'103.4981079',27.04686165
76,27.83538784,65.96433069,57.681105,'576.1108016',46.03639794,26.38831645,'-100.9129799',66.93360578
9,18.04521179,52.47829437,42.77802658,'2499.974609',33.39808655,,'100.6974182',42.11272812
15,18.41569901,39.45228195,37.87453461,'3999.958008',31.01594162,,'-0.550927341',52.50916672
71,30.50589337,68.24736325,55.6842684,'2480.383387',45.88983068,,'112.4074098',66.02447409
2,18.47464752,19.96493912,19.85062027,'100.0321732',19.83060265,22.53989601,'0.27632454',36.73337555
47,49.84904236,78.71236059,69.76557711,'3280.834118',60.7659064,23.942173,'-86.13118523',73.21238377
74,30.72121075,62.89454728,56.28856979,'1959.645211',46.27763583,26.38450512,'-95.50925533',69.3684735
70,81.48964234,88.05432099,84.86846556,'-0.000397758',83.05853125,26.04063878,'-0.0000000000752',69.53445901
48,49.88512064,85.13214044,74.9639787,'3523.493757',64.11072949,24.90202671,'-61.61924309',71.37103074
12,18.17581177,49.77098846,42.30774307,'1999.975342',33.37651825,23.62216377,'101.8047333',47.44699097
10,18.67918777,24.58402061,23.79252243,'1064.991333',22.09744263,22.86919785,'-25.38525772',35.87522125
32,18.90372467,84.06426239,63.7469635,'1999.986206',45.98617554,21.52911758,'161.3637695',59.95271301
45,28.86606506,35.70332257,34.32149288,'499.9778747',32.43766462,24.79356105,'25',51.39836727
36,19.25724411,125.1646957,81.13102722,'600.0054932',55.075737,19.85062027,'257.7774963',35.72678375
21,18.90041924,42.77402878,38.36782837,'4499.955078',31.16841888,22.21181297,'-0.633285642',45.66234207
10,18.51519966,24.85709763,24.43211174,'1064.994141',22.45931244,22.44488144,'-25.37054825',37.71280289
23,23.2781601,57.99565125,54.05078506,'3499.964844',43.87008286,23.38290215,'-0.563413024',78.00212097
48,49.80530076,63.84260932,62.15093877,'2981.94304',57.19877679,25.78642069,'-60.16950134',70.41284552
31,18.75031662,64.37109375,53.36402512,'5649.947754',39.2109375,21.61989403,'20.06047821',67.40235901
15,18.92210007,37.87033463,35.53062439,'3999.954834',29.46471596,24.78490639,'-0.543461859',44.34952545
8,18.93979263,23.53009415,23.56291199,'1499.983765',22.00471306,23.98747635,'-0.028565874',30.76678467
31,18.90115547,63.18572617,52.57281113,'5649.945801',38.55581665,22.42811584,'20.01172256',63.43912888
5,19.09216118,42.83087158,35.01603699,'999.9971924',29.19469833,23.15849876,'103.093605',37.53901291
41,24.14813785,26.4124059,26.38385627,'-0.000295179',25.67889536,23.38766782,'1.63E-289',58.24398773
54,32.85237811,60.04924275,50.92377986,'4382.591241',42.47393021,25.68422779,'-87.90424352',40.95545302
81,59.395422,77.033061,71.46117221,'-0.001554139',65.58798159,,'-5.02E-17',72.65779579
21,18.31539154,42.77860641,38.4125824,'4499.959473',30.75675011,21.475811,'-0.593303502',45.08303833
10,18.49385262,72.06980133,57.17345047,'4119.319336',42.07091141,20.10763741,'53.90828323',54.86719131
15,18.52761459,113.3913422,84.82640076,'3999.959473',57.7524147,23.85385895,'93.75118256',92.67258453
63,74.89651275,85.84053876,78.367446,'3223.180921',70.95023486,26.29551621,'-52.92488511',70.09347361
31,18.73430252,65.18548584,54.1966629,'5649.94873',39.45164108,21.94934845,'19.99819374',69.26872253
73,27.08392708,72.12160692,58.62145413,'5243.795785',44.87751753,,'-20.97738909',55.12845977
15,17.98953819,111.1894608,81.3885498,'3999.960938',55.82289505,23.69007492,'95.57806396',77.3150177
16,18.37016106,58.93994141,45.28243256,'749.9821167',35.59822083,23.56591797,'139.1317749',46.75046539
57,24.62119497,26.42205435,25.84379093,'1022.4726',24.87680461,24.77320507,'-63.18015304',27.27237366
30,18.44288635,22.31135559,21.45907974,'419.9995422',19.85062027,22.33846283,'10.70820904',39.31584167
67,27.59908376,71.94690408,55.37198035,'1366.541506',42.77898729,25.77494997,'-176.5156002',41.7250614
30,18.43598557,38.02167511,32.02148819,'674.9988403',26.5011692,20.46069336,'93.1984787',35.6477623
49,50.1846644,71.57609172,65.5758768,'4201.605406',58.52677509,25.67289267,'-52.84604416',66.2249913
23,23.22002411,52.65159988,49.86592865,'3499.965576',39.45487976,23.55910301,'-0.513042152',74.18365479
21,18.70633888,42.79174042,38.64213181,'4499.958008',31.32560158,22.07289124,'-0.578817725',45.23681641
8,18.66964149,24.2914238,24.78251457,'1499.982422',22.7702961,23.41481209,'0.06620463',34.71604919
80,45.94349993,66.13379066,55.67259696,'0.013457217',49.28553725,23.16999361,'0.000464863',49.83049161
17,19.00378418,49.6666832,43.19555283,'4999.948242',33.6400795,,'-0.431658626',52.35923767
68,46.0854237,73.63724278,59.1373493,'4843.3319',49.64626087,26.38450909,'47.67915882',65.8849913
48,49.73232251,104.7951669,90.01450252,'1483.850813',72.21936329,25.53594987,'143.5028601',75.89887804
54,32.59269458,98.25987077,72.12173032,'1516.155381',56.57922307,26.38133924,'208.3185953',63.80408423
9,18.62567902,26.44430542,27.99083519,'2499.974365',24.83036804,25.87431526,'-0.857093453',37.04171371
30,18.62306213,24.81792259,22.24006844,'49.98894501',19.85121155,21.4984951,'52.50940704',28.76494598
17,19.27944183,49.5812149,43.08015823,'4999.946777',33.25683594,23.54854202,'-0.68362093',52.20923615
72,29.25914234,79.82972658,70.07607108,'723.3073379',55.77215036,24.7726838,'-200.8575552',74.85787895
3,18.6848526,38.88273621,31.32586861,'99.99694824',26.37769318,21.93073845,'103.5808945',28.84890175
73,27.09126334,39.44941882,33.91670106,'755.9608466',30.2775859,23.78912227,'-75.11603899',28.63638964
29,19.35520554,115.4777985,86.98214722,'5084.954102',58.68062973,23.35464859,'69.99307251',95.08155823
26,18.70459175,32.18286133,31.7469368,'3499.963867',26.38499832,23.58148575,'-0.600595951',39.47971725
26,19.27688408,121.1636887,89.29812622,'3499.962402',60.65425491,23.16192627,'111.0785065',94.14801025
14,18.61140823,28.40946198,29.21531296,'2999.965576',25.66077232,23.36895943,'-0.584957004',36.26227951
67,27.73738856,65.62921679,55.84899694,'5299.707645',43.13276251,26.01662555,'58.7728555',61.99727756
44,50.08545865,78.62034619,68.91600402,'500.0104626',59.14289355,,'0.00000000000965',59.0812894
62,28.21729266,28.04946923,27.26346631,'-0.005532983',27.09518162,,'-3.7055e-320',33.78088491
75,40.21939361,102.4916429,96.22200642,'-0.001050292',81.89955381,25.08056771,'6.98E-21',90.72770265
48,49.82239948,64.53947104,62.23344162,'2751.035928',56.75467542,26.11600861,'-42.96089344',69.62662642
80,46.20136231,82.27639917,69.70375957,'5667.541741',58.43059506,23.5323613,'56.34892862',68.31835343
24,17.72358704,67.20116425,45.98432541,'5499.955566',30.59206009,19.07074356,'63.6544075',40.75303268
69,56.10549087,75.16854705,67.58111003,'588.7731399',61.89264757,25.58561047,'4.663545628',54.86513726
9,18.51238441,52.58535004,43.07997894,'2499.979248',33.76748276,,'100.6721802',44.52305222
17,18.22269249,51.17790985,44.64822769,'4999.94873',34.22224808,,'-0.424010724',56.95746613
8,18.81146049,23.5611515,23.53862381,'1499.985352',21.84198952,,'-0.014290147',30.89295006
44,38.12693558,39.45138412,38.84207078,'0.00336657',38.52934065,22.28506042,'6.57E-216',52.66141276
5,18.4258709,21.88107872,21.47003174,'999.9888916',19.85062027,22.96486664,'0.208233684',28.46117592
19,19.3591938,100.0654602,77.24911499,'5999.9375',52.57337952,23.52277565,'48.98424149',91.22416687
9,19.3166523,53.85465622,45.048069,'2499.970947',35.17536545,25.16954613,'100.6004181',49.72058105
80,59.26176167,91.72519289,82.14767492,'4126.346723',72.11830647,24.98826768,'-70.96602706',72.15490824
41,44.89597478,94.75797897,78.71549471,'499.9854939',65.57737451,24.70687303,'150',73.59493818
44,29.35431986,49.72364789,43.16444465,'1499.98899',37.85347833,,'125',46.41913642
44,38.34270988,40.56959047,39.45143641,'-0.002060933',39.21344703,21.6493662,'2.8E-157',54.34850611
42,49.81315095,101.0714342,83.89558528,'1999.975531',70.1411242,25.17428636,'150',70.71501428
43,34.41152232,66.91439263,58.83623053,'3999.971875',49.75941443,22.42580888,'25',47.79727018
2,19.20987129,102.5786972,71.87884521,'100.0138092',52.57014465,22.39689445,'206.5045166',40.20588684
71,33.11737568,43.38725473,39.45234493,'0.001968224',37.87105511,23.18351527,'-2.91E-21',42.66306114
30,18.60530281,39.45228958,36.91004562,'1959.976807',31.33041573,21.48762703,'46.40233231',46.43623734
3,18.77396774,38.75136185,31.30487823,'100.0297394',26.38302994,21.57977867,'103.4692917',28.10856819
55,34.58303403,84.70788211,68.94363643,'2694.841712',53.37882698,25.71365592,'88.70669466',68.5662697
57,28.31808682,49.57364618,45.98617533,'2217.320708',39.4522866,25.90328402,'17.62115248',63.33198805
31,18.69571495,101.0293732,77.13831329,'5119.955078',52.58526993,23.49261856,'64.99428558',89.00811005
3,18.98648834,39.05837631,31.34770203,'100.0195313',26.38438416,21.7715416,'103.5147781',28.74749756
60,25.2070262,54.5132646,48.63553964,'3415.219279',39.45102154,26.35557041,'96.4737554',59.65472311
2,18.6841526,96.57437897,65.58878326,'99.95518494',48.23823547,22.18305969,'207.2211151',29.10977554
48,50.06085755,93.33521817,80.21307455,'4985.760583',65.61598944,25.69215777,'56.10462012',79.79749226
3,18.80167961,38.73316574,31.14274025,'99.99191284',26.37174988,21.79183197,'103.51577',27.7164135
62,28.27246741,28.05437675,27.11075128,'0.004528425',27.11721107,,'-3.7055e-320',33.24908047
8,18.10825539,45.98538971,38.72879028,'1499.986816',31.38727379,23.12260628,'102.9385986',42.83670044
44,49.96627408,49.17426312,48.44745116,'999.9865724',47.95129806,,'25',49.24767531
57,38.80387652,65.51069202,54.68539776,'640.8773563',45.98617533,24.88255422,'-116.6560273',37.74956034
73,61.22197881,95.09990261,85.06333713,'1953.442859',74.66667445,24.89615464,'-8.89726295',73.49925706
31,19.31898308,106.7327499,81.98938751,'5999.94873',54.71116638,,'54.58931351',91.4254837
42,50.03661503,67.08527171,63.99671785,'1999.97961',58.33179139,25.82757108,'25',65.6068902
55,34.57078137,84.54233511,67.87823737,'4803.447192',53.95965154,25.19289717,'-11.11623273',64.96694347
57,83.6697743,85.44669717,82.23176329,'2010.218741',80.94917467,26.0181962,'89.38386845',58.44817766
45,75.59248063,88.67147169,82.00410986,'500.0041275',77.06731775,,'50',62.96192746
80,35.49149609,71.14999928,59.15208073,'90.42939427',48.12302866,23.96461028,'0.162495733',65.05243598
24,19.75004578,123.0680389,93.13491058,'5499.954102',61.76826096,24.51102257,'63.375',113.1648712
48,49.53356084,121.3300407,97.41842559,'2364.192406',78.71550675,25.65297068,'148.5559093',71.28785518
76,28.13458874,45.98229203,41.65817358,'-0.000338418',37.68925256,26.38450904,'-2.3E-46',63.90050625
15,18.14575577,37.72808838,35.34827805,'3999.959229',28.98554039,23.9149456,'-0.567719042',43.46071243
32,18.84156036,32.80848694,31.33470154,'1999.980225',26.38453674,21.52290726,'162.7720337',45.39971161
44,38.4870644,59.743704,56.1423181,'3999.964569',49.30327337,,'25',66.69468477
10,19.79693604,91.55258179,68.92868042,'5268.597656',45.98617554,22.29154205,'55.29791641',71.84928894
41,86.62600988,91.37817087,84.52881708,'500.0284451',82.43272968,23.82215135,'125',79.58669705
63,43.78647016,71.4553987,63.59584524,'1951.992453',55.8352398,25.18233944,'-5.132825517',64.54550319
32,18.96510124,50.257164,42.7767067,'3403.9646',33.59983063,21.81547928,'65.06032562',49.00735474
81,85.73907049,78.70658608,76.81974494,'-0.002294869',78.7072863,24.80567828,'-3.7055e-320',50.91191052
43,34.54753752,41.28420935,39.45228659,'999.9878379',38.27883126,24.56880218,'6.27E-150',55.59358411
3,18.65458488,19.23437309,18.39048767,'100.0147018',18.49548912,22.5542202,'0.175241694',22.99590111
70,81.48964234,83.11589501,80.29664029,'1418.982944',80.24564384,26.00319291,'0.512758961',68.77022347
